person_id,title,firm,location
23897,Front End Developer,Story Finder,"San Francisco State University, CA"
23898,Front-End Developer,,
23898,Sales /Tech support,Verizon Wireless,
23898,Assistant Manager,T-Mobile,
23899,CPA Assistant,JB CPA,"San Rafael, CA"
23899,Front End Developer,World Changers TV,"San Francisco, CA"
23899,Front End Developer Intern,ROI DNA,"San Francisco, CA"
23900,Front end developer(Angular),Inventech,
23900,Front- end web developer,SPARKPLUG,
23900,Flask python developer,CODEBAG,
23901,Front- End Developer,iQuantile,"Manhattan, NY"
23901,Help Desk Analyst,Network Infrastructure Technologies,"New York, NY"
23902,Java Developer,Levi's,"San Francisco, CA"
23902,UI Developer,"E c Info systems, Inc",
23902,Front-End Web Developer,Amazon,IN
23903,Front- end Engineer,Versant Health,"Linthicum Heights, MD"
23903,Front- end Engineer,CCSGlobaltech,"San Diego, CA"
23903,Development Intern,Wellacopia,"New York, NY"
23903,Front- end developer,Hocrox,
23904,UI/ Front End Developer,Commerce Bank of Arizona,"Tucson, AZ"
23904,UI Developer,Molina Healthcare,"Long Beach, CA"
23905,UI Developer,Visgence Inc,"Las Cruces, NM"
23905,UI Developer,NYC Independent Film Festival,"New York, NY"
23905,UI/ Front End Developer,Clover Health,"Jersey City, NJ"
23905,Web Developer,ProStart Me Technologies Pvt. Ltd,IN
23906,Innovation (Visual / Web / App / Motion) Designer,Ralph Lauren,"New York, NY"
23906,Visual / Web / App / Motion Designer,Athlon,"New York, NY"
23906,App (UX+UI) / Web / Motion / Visual / Branding Designer & Front-end Developer,Infinage,"New York, NY"
23906,Visual Design Freelancer,Genius Orbit,"New York, NY"
23906,Visual / Motion Design + Video Edit Freelancer,mllnnl,"Brooklyn, NY"
23906,Visual / Motion Design Freelancer,Thornberg & Forest,"New York, NY"
23906,Visual / Motion Design Freelancer,Layerflame,"Brooklyn, NY"
23906,Visual / Motion Design + Video Edit Freelancer,Phoenix Media Group,"New York, NY"
23906,Visual / Motion Design Intern,Brand New School,"New York, NY"
23906,App (UX+UI) / Web / Motion / Visual / Branding Design Intern,Tone,"New York, NY"
23907,Jr Front End Developer/Web Content Specialist,SAGE QUICK TECHNOLOGIES,"Addison, TX"
23908,MEAN Stack Developer,Subaru of America Inc,"Richmond, VA"
23908,Software Developer,"Binghamton, NY",
23908,Full Stack Developer,"Vestal, NY",
23908,Front-end Developer,"Bangkok University - Bangkok, TH","Bangkok, Thailand"
23908,Web Developer,"Calcutta Electric Supply Corporation Ltd - Kolkata, West Bengal","Calcutta, India"
23908,Stack Developer MEAN,"Vellore, Tamil Nadu",India
23908,Full Stack/ Front-End Developer,"Vellore, Tamil Nadu",India
23909,Front End Developer,Freelancer.com,"Oakland, CA"
23909,Customer Service Representative,LaQuinta Inn,"Oakland, CA"
23910,CTO / Front-end Developer,Parabeac Co,
23910,Technician,Southwest Auto Glass,
23911,Front- End Developer,HCL America,"Redmond, WA"
23911,Front- End Engineer,Reviewersbox.com,"Seattle, WA"
23911,Freelancer Web Developer,Zeer Inc,"Seattle, WA"
23912,Front End Developer,MRE Consulting,"Houston, TX"
23912,Front End Developer,ZAG INTERACTIVE,
23912,React Developer,RJS ASSOCIATES,
23913,Front End Engineer II,Western Governors University,"Millcreek, UT"
23913,Front End Developer,ARIIX,"Bountiful, UT"
23913,Web Developer,SEO.com,"Draper, UT"
23914,Front End UI Developer,PepsiCo,NJ
23914,Jr. Front End UI Developer,Lamda,IN
23915,UI Developer,Capital One,"Rolling Meadows, IL"
23915,Senior Frontend Engineer,UHG,"San Diego, CA"
23915,UI Developer,Mattel,"Middleton, WI"
23915,Front End Developer,IGT INDIA PVT LTD,"Hyderabad, Telangana"
23916,Front End Developer,Gluon,"Livermore, CA"
23916,Data Science Fellow,Metis,"San Francisco, CA"
23917,Information Technology Specialist,Laurel Armory,"Laurel, MD"
23917,Soldier,Maryland National Guard,"Fort Meade, MD"
23917,Instructor/Front-end Web Developer,CoderSpace,"Chicago, IL"
23918,Front end software trainee,Opentrends Technologies Pvt Ltd,"Kochi, kerala, india"
23918,Java devoloper,INFOSMART TECHNOLOGIES,"Kochi, Kerala"
23918,SEO(search engine optimization),Global vision tours,
23919,Front-End Web Developer,Nesco Resource,"Austin, TX"
23919,Front-End Web Developer,Beacon Hill Staffing,"Austin, TX"
23919,Web Developer,Freelance/Self employed,"Austin, TX"
23919,IT Project Manager,Cincinnati Bell Technology Solutions (CBTS),"Cincinnati, OH"
23919,IT Solutions Manager,Standard Textile,
23920,Front End Developer,App Nexus,
23920,UI Developer,The Hartford,"Hartford, CT"
23920,Web Developer,Genpact,"Chennai, Tamil Nadu"
23920,Web Developer,Lince soft solutions,"Hyderabad, Telangana"
23921,Web Master/ Developer,Generation Next Franchise Brands,"San Diego, CA"
23921,Front-End Web Developer,G13 Media,"San Diego, CA"
23921,Front-End Web Developer,Lightspan Inc,"San Diego, CA"
23922,INTERNET OF THINGS,,
23922,BIG DATA,,
23922,OODP,,
23922,CYBER SECURITY,,
23922,Front- end Developer,Creative Solutions,
23923,Product Consultant,Temenos Inc,"Malvern, PA"
23923,Junior Front-end Developer,PetPlan Pet Insurance,"Newtown Square, PA"
23924,Front End Developer,Wells Fargo,KT
23924,Web Developer,Stryker,TX
23924,UI Developer,Lamda,IN
23925,Front End Developer,Srkaycg,"Surat, Gujarat"
23925,Web Designer,Smartinfosys.net,"Surat, Gujarat"
23926,Software Engineer,Spiceworks,"Austin, TX"
23926,Front End Developer,Spiceworks,
23926,Front End Developer,Arrive Logistics,"Austin, TX"
23926,Web Development Intern & Customer Support Agent,Capped,"Austin, TX"
23927,GIS Technician,Stantec Consulting,"Madison, WI"
23927,GIS Analyst/Cartographer,Panthera,"Missoula, MT"
23927,Front-End Developer,Ebben Marketing Group,"Needham, MA"
23927,Front-End Developer,Minemyer Multimedia,"Missoula, MT"
23927,Warehouse Worker,Boyce Lumber,"Missoula, MT"
23928,Web Developer,"SKS Bottle & Packaging, Inc","Saratoga Springs, NY"
23928,Front End Developer,Semantic Logic Ltd,London
23929,Front-End Web Developer,Freelance,"Hutchins, TX"
23929,"Freelance Video FX Editor, Graphics Designer",Freelance,
23929,Software Developer Intern,Cyber Group Inc,"Dallas, TX"
23930,Front end UI Developer,AMEX,"Jersey City, NJ"
23930,Front end UI Developer,Accenture/ Travelers Insurance,"Hartford, CT"
23930,UI Developer,CTS/ Quicken Loans,"Detroit, MI"
23931,Front- End Developer,DoubleBridge Technologies Inc,"Princeton, NJ"
23931,Volunteer UI Developer,Stevens Institute of Technology,"Hoboken, NJ"
23931,Front End Developer,Harbin Institute of Technology,
23932,Front-End Developer,Swanson Health Products,"Fargo, ND"
23932,Front-End Developer,Trinity Insight,
23932,Web Developer,Repetix,
23933,Front End Developer,Comcast,"Philadelphia, PA"
23933,UI Developer,American Express,"Phoenix, AZ"
23933,Front End Developer,Teleflora,
23934,Front end Developer,The Fidelity,"Baltimore, MD"
23934,Front End Developer,GEICO Inc,"Bartlesville, OK"
23934,Web Developer,Centene,"Great Falls, MT"
23935,Front- End Developer,RAKE,"Chicago, IL"
23935,Front- End Developer,ADAGE TECHNOLOGIES,"Chicago, IL"
23935,Web/Software Developer,W5 GOLF,"Flossmoor, IL"
23936,UI/ Front End Developer,Combined Insurance,"Chicago, IL"
23936,Front End Developer,Centier Bank,"Whiting, IN"
23936,UI Developer,MTaj solutions,"Gujarat, IN"
23937,Front-End Developer,Fiverr,"Chicago, IL"
23937,Front-End Developer,Insureon,"Chicago, IL"
23937,Full-Stack Developer,Panasonic USA,"Schaumburg, IL"
23938,Front End-Angular Developer,Macy's,"Atlanta, GA"
23938,Front End-Angular Developer,EGroupient Inc,
23938,UI Developer,Club Row Warehouses Ltd,
23939,UI Developer,Propel App Technologies,"Sacramento, CA"
23939,Front End Developer,Learn Beyond,"South Plainfield, NJ"
23939,Front End Developer,Strawberry Branding,
23940,"Co-founder, COO, Front-end developer and Recruiter",Foodpine Private Limited,
23940,Android APP Development Intern,APSSDC,
23940,Web developing Intern,Ramky Group India,"Pune, Maharashtra"
23941,UI Developer,Propel App Technologies,"Sacramento, CA"
23941,Front End Developer,Propel App Technologies,NJ
23941,Front End Developer,Strawberry Branding,"Hyderabad, Telangana"
23942,UI Developer,Wells Fargo,"Pleasanton, CA"
23942,Front End UI Developer,ARM Inc,"San Jose, CA"
23942,Front End UI Developer,Experian Interactive Media,"Los Angeles, CA"
23943,CONTRACT/ FRONT END DEVELOPER,CYBERFUZION,Remote
23943,FRONT END DEVELOPER,IDEAWORK STUDIOS,"Santa Barbara, CA"
23943,WEB DEVELOPER,BP WEB DESIGN,"Rohnert Park, CA"
23944,Web Developer,Upwork.com,
23944,Front End Developer,8Bitrockstars Powering NFQ Group,"Ho Chi Minh, Vietnam"
23944,Front End Developer,FPT Software,"Hanoi, Vietnam"
23945,UI Developer,Florida Institute of Technology,"Melbourne, FL"
23945,Front End UI Developer AngularJS,"Bengaluru, Karnataka","Bengaluru, Karnataka"
23945,Front End Developer Internship,Bharat Electronics Limited,"Bengaluru, Karnataka"
23946,Frontend Web Developer,"Primary Arms, LLC","Houston, TX"
23946,Front-end Developer,DRC Systems,"Ahmedabad, Gujarat"
23946,Junior Front-end Developer,Indicus Technology,"Ahmedabad, Gujarat"
23947,Front End Developer,American Express Rewards,"Houston, TX"
23947,Software Developer,Baker Hughes,"Houston, TX"
23947,Front end Developer,Forde search,
23948,Front End Developer,Douglass Media Group,"Houston, TX"
23948,Web Developer/Designer,Freelance,
23948,Front End Developer,"Fyrware, LLC",
23949,Front End Developer,McKesson,"Irving, TX"
23949,Front End UI developer,Humana,"Forth Worth, TX"
23949,Software Developer,,India
23950,Front- End developer,Verizon Data Services,"Irving, TX"
23950,Front- End developer,AppAspect,"Gujarat, IN"
23950,UI/Mobile Application Developer,7DayShop,"Gujarat, IN"
23951,Front End/ UI Developer,Regions Bank,"Irvine, CA"
23951,Front End/Java UI Developer,Nationwide Insurance,"Columbus, OH"
23951,UI Developer,Matrix Zero One Systems,IN
23952,Software/Java Developer,Sony Music Entertainment,"Jersey City, NJ"
23952,Front End Developer,isrInfoTech,"Gurgaon, IN"
23952,Front End Developer,Cien Systems,"Gurgaon, IN"
23953,Front End Developer(Freelance),NPHASIS,"Newark, NJ"
23953,Front End Developer(Freelance),NPHASIS Technology,
23953,Web Developer,NPHASIS Technology,
23954,UI /UX Developer,Johnson and Johnson IT,"Bridgewater, NJ"
23954,Front end developer,Acquire information systems india pvt ltd,"Hyderabad, Telangana"
23954,Front end developer,Ybrant Technologies limited,"Hyderabad, Telangana"
23955,Front End Developer,GTB,MI
23955,UI Developer,Seal Infotech,IND
23955,Front End UI Developer,Genpact,IND
23956,Front End Web Developer,TFC MARKETING,Remote/Contract
23956,Front End Web Developer,BENZER,
23956,Web Developer,UBIQUI DIGITAL,
23957,Developer,Union Square Media,"Hialeah, FL"
23957,Freelance Front-End Developer,Choose Digital,"Miami, FL"
23957,Freelance Front-End Developer,Rokk3r Labs,"Miami, FL"
23958,Front-end Web Developer,"Technomax, LLC","Boston, MA"
23958,Web Developer,Eduseize LLC,"Gainesville, FL"
23958,Front-end Developer,"OneAPM, Inc",???
23959,Front End Developer,Wells Fargo,"Fremont, CA"
23959,UI/Web Developer,Western Alliance Bank,"San Diego, CA"
23959,Front- end Developer,Vinta Soft Sol,"Pune, Maharashtra"
23960,Front End Developer,"Wells Fargo Bank, SFO","San Francisco, CA"
23960,Front End Developer,"EBay, Inc","San Jose, CA"
23960,Web Developer,TCS,IN
23961,Front- End Developer,JP Morgan Chase,"Fremont, CA"
23961,Front- End Developer,eBay Inc,"San Jose, CA"
23961,Web Developer,Pranathi Software Services,"Hyderabad, Telangana"
23962,Front End Web Developer,GRANICUS,"Los Angeles, CA"
23962,Front End Web Developer,MOTION LIT,
23962,Storyboard Artist,,
23963,Front End Developer,Wells Fargo,"San Gabriel, CA"
23963,Front End Web Developer,Blue Cross Blue Shield,
23963,UI Developer,VIR Stocks - IN,
23964,CEO,Chalk Brackets,"Boston, MA"
23964,Front End Developer,Nanigans,"Boston, MA"
23964,Lead Front End Developer,Punchey,"Boston, MA"
23964,Software Developer,CIDC,"Cambridge, MA"
23965,Front End Developer,OMNITEC Solutions Inc,"Phoenix, AZ"
23965,Front End Developer,PrizeLogic,
23965,WordPress Developer,Endurance International Group,
23965,Design,"GoDaddy - Scottsdale, AZ",
23966,Front End Developer,NJM Insurance Group,"West Trenton, NJ"
23966,Java Web developer Front End Web Developer,Great Treasure,"Great Treasure, NJ"
23966,UI Developer,TD Bank,
23966,J2EE Web Developer,Bank of China,???
23966,Front End Web Developer,Huapai art exhibition and Trading Ltd,???
23967,SENIOR FRONT- END DEVELOPER,MIGREAT,UK
23967,SENIOR FRONT- END DEVELOPER,DASHPORT,USA
23967,SENIOR FRONT- END DEVELOPER,SOLVER CLUB,
23967,SOFTWARE DEVELOPER,FORTE GROUP,
23967,SOFTWARE DEVELOPER,EPAM SYSTEMS,
23968,Web Developer,The Michaels Companies,"Irving, TX"
23968,Freelancer - Front End Developer/Web Developer,,
23968,Front End Developer,Ashley Furniture,"Tampa, FL"
23968,Front End Developer,Erin Condren,"Austin, TX"
23969,UI Developer,LATCH,"Herndon, VA"
23969,Front End Developer,COVENTRY HEALTH CARE,"Downers Grove, IL"
23969,UI Developer,Cybage Software pvt ltd,
23969,Front End Developer,"SBI Life insurance, India",
23969,Front end Developer,Zen Softech pvt ltd,
23970,UI Developer,LATCH,"New York, NY"
23970,Front End Developer,COVENTRY HEALTH CARE,"Downers Grove, IL"
23970,UI Developer,Cybage Software pvt ltd,
23970,Front End Developer,"SBI Life insurance, India",
23970,Front end Developer,Zen Softech pvt ltd,
23971,Front End Developer,"Federated Investors, CGI","Pittsburgh, PA"
23971,Front End Developer,"PNC Bank, CGI","Pittsburgh, PA"
23971,Angular Developer,Spartan Solutions,IN
23971,Front end Developer,KiwiTech,"Delhi, Delhi"
23971,Jr. Web Developer,SynapseIndia,"Delhi, Delhi"
23972,UI Developer,COVENTRY HEALTH CARE,"Chicago, IL"
23972,Front End Developer,LATCH,"New York, NY"
23972,UI Developer,Cybage Software pvt ltd,
23972,Front End Developer,"SBI Life insurance, India",
23972,Front end Developer,Zen Softech pvt ltd,
23973,SR. FRONT- END DEVELOPER,HUMANSCALE,"West Orange, NJ"
23973,FRONT- END DEVELOPER,OGILVY COMMONHEALTH WORLDWIDE,
23973,JR. WEB DEVELOPER,EINSTEIN HEALTHCARE/CERNER CORP,
23973,WEB DESIGNER & SOCIAL MEDIA SPECIALIST,ALFA ART GALLERY,
23974,Front End Developer,VMG Resorts,"Ballwin, MO"
23974,Front End Developer,Agilis Systems,"Chesterfield, MO"
23974,Front End Developer,FleishmanHillard,"St. Louis, MO"
23974,Front End Developer,Sigma-Aldrich,"St. Louis, MO"
23974,Front End Web Developer,"Rose Design, Inc","St. Louis, MO"
23974,Web Developer,Gillan Graphics,"St. Louis, MO"
23974,Front End Web Developer,Replications Unlimited LLC,"St. Louis, MO"
23975,Web Designer & Developer (Freelance),EpicTransmission,"Burbank, CA"
23975,Front-End Developer,GUESS? Inc.,"Los Angeles, CA"
23975,Front-End Developer,Forever 21,"Los Angeles, CA"
23975,Designer & Developer,Bemis Balkind,"Los Angeles, CA"
23975,Front-End Developer,Trailer Park,"Hollywood, CA"
23975,Front-End Developer,Hyperdisk Media,"Irvine, CA"
23976,UI Developer/ Front End Developer,,"Fremont, CA"
23976,UI Developer/ Front End Developer,,
23976,Front End/UI Developer,"Spectra Computer - S.K. Infosoft - Gujarat, IN","Gujarat, IN"
23976,Front End/UI Developer (Intern),"Spectra Computer - S.K. Infosoft - Gujarat, IN","Gujarat, IN"
23977,Front End Developer,Owens Corning,"Perrysburg, OH"
23977,UI Developer,Cargill,
23977,Front End Developer,Owens Corning,
23977,UI Developer,Owens Corning,
23977,Web Application Developer,Owens Corning,
23977,Web Application Developer,TCS Internal,
23978,Front End Developer and Software Engineer,Samsung,"Mountain View, CA"
23978,Front End Developer,Kaiser Permanente,"Oakland, CA"
23978,Front End Developer,A&E Watches,"San Francisco, CA"
23978,Front End and Web Developer,Themes Tune Co,"Chisinau, Moldova"
23978,Front End and Web Developer,Best4u Co,"Chisinau, Moldova"
23978,Front End and Web Developer,Fruit Ware Co,"Chisinau, Moldova"
23979,Front End Developer,"Philadelphia, PA","Philadelphia, PA"
23979,Front End Developer,OpenCBS Cloud,"Bishkek, KG"
23979,Project Lead/ Front End Developer,OpenCBS Cloud,Burma - Myanmar
23979,Front End Application Developer,OpenCBS Cloud,
23979,Trainer,"Hour of Code, American University of Central Asia",
23979,Organizer,"Hour of Code, American University of Central Asia",
23979,Front End Web Developer,Velox Software,"Bishkek, KG"
23979,Freelancer,it-academy.kg,"Bishkek, KG"
23980,Front End / UI Developer,Target.com,"Los Angeles, CA"
23980,Front End / UI Developer,6memos.com,
23980,Front End Developer,CauseForce,
23980,Front End Developer,thesonofstan.com,
23980,Front End Developer,bullseye-studio.com,
23980,Front End Developer,s1helmets.com,
23980,Game Developer (JavaScript),NatGeo Kids c/o Big Bad Tomato,
23980,Front End / Game Developer (JavaScript),Starlight Children's Foundation,
23980,Flash Developer,CIA Advertising,
23980,Front End Developer,VirtualTourist.com,
23981,Web Developer,Silhouette America,"Orem, UT"
23981,Web Developer,Riser Media,"Pleasant Grove, UT"
23981,Front End Developer,Epromo Solutions,"Provo, UT"
23982,ReactJS Developer,Bank of America,"Dallas, TX"
23982,UI Developer,DELL,"Boca Raton, FL"
23982,Front-End Developer,SM Biosystems,IN
23983,Developer Angular/Node,"Homestead, FL","Homestead, FL"
23983,Web Developer,World Fuel Service,"Miami, FL"
23983,Front End Developer,Tachyon IT Solutions Pvt. Ltd,"Hyderabad, Telangana"
23984,Information technology assistant,,"Bronx, NY"
23984,Front end web developer volunteer,UPchieve,
23985,WEB DEVELOPER,NEXT LEVEL MARKETING,"Broward, FL, US"
23985,DEVELOPER,University of Computer Science,"Havana, CU"
23985,Front- End Developer,University of Computer Science,"Havana, CU"
23986,UI Developer,Bank of America,"Charlotte, NC"
23986,UI Developer,Stubhub,
23986,Front End Developer,Radisys Co,"Banglore, IN"
23987,Web Developer,Wells Fargo,"Fremont, CA"
23987,Front End Developer,ProTek Consulting,"Los Angeles, CA"
23987,Web Developer,Atyantik Technologies,"Vadodara, Gujarat"
